#,Player,Team,Dbl Dbl,Tpl Dbl,40 Pts,20 Reb,20 Ast,5 Stl,5 Blk,High Game,Techs,HOB,Ast/TO,Stl/TO,FT/FGA,W's,L's,Win %,OWS,DWS,WS,SEASON,LEAGUE
189,Kevin Durant,OKC,19,3,6,0,0,2,0,52,13,0.358,1.4,0.4,0.5,60,21,0.741,13.8,5.1,18.8,2013,NBA
190,Goran Dragic,PHX,19,0,0,0,0,2,0,32,5,0.33799999999999997,2.7,0.6,0.4,25,52,0.325,4.3,1.7,5.9,2013,NBA
191,Kevin Garnett,BOS,19,0,0,0,0,0,1,27,9,0.23199999999999998,1.4,0.7,0.2,36,32,0.529,1.8,4.0,5.7,2013,NBA
192,Spencer Hawes,PHI,19,0,0,0,0,0,3,24,7,0.183,1.4,0.2,0.2,34,48,0.415,1.7,2.8,4.4,2013,NBA
193,Jrue Holiday,PHI,20,1,0,0,0,2,0,35,3,0.406,2.1,0.4,0.2,34,44,0.436,0.5,3.0,3.5,2013,NBA
194,Tyson Chandler,NYK,20,0,0,4,0,0,1,28,11,0.132,0.7,0.5,0.6,42,24,0.636,6.6,2.6,9.2,2013,NBA
195,Anthony Davis,NOP,20,0,0,0,0,0,2,28,2,0.175,0.7,0.8,0.3,23,41,0.359,3.7,2.4,6.1,2013,NBA
196,Emeka Okafor,WAS,20,0,0,0,0,0,0,23,1,0.15,0.9,0.4,0.3,27,52,0.342,0.7,3.6,4.4,2013,NBA
197,Rajon Rondo,BOS,20,5,0,0,2,1,0,30,3,0.46,2.8,0.5,0.2,18,20,0.474,1.1,2.0,3.1,2013,NBA
198,Deron Williams,BRK,21,0,1,0,0,1,0,42,2,0.39299999999999996,2.7,0.3,0.3,46,32,0.59,8.8,1.7,10.6,2013,NBA
199,Thaddeus Young,PHI,21,0,0,0,0,4,0,29,1,0.222,1.4,1.5,0.2,33,43,0.434,3.8,3.7,7.5,2013,NBA
200,Russell Westbrook,OKC,23,1,0,0,0,2,0,38,14,0.409,2.3,0.5,0.4,60,22,0.732,7.9,3.6,11.5,2013,NBA
201,Paul George,IND,23,1,0,0,0,4,0,37,6,0.29600000000000004,1.4,0.6,0.2,48,31,0.608,2.6,6.2,8.8,2013,NBA
202,Roy Hibbert,IND,23,1,0,0,0,0,12,28,5,0.179,0.7,0.2,0.3,49,30,0.62,1.2,4.8,5.9,2013,NBA
203,Greivis Vasquez,NOP,25,1,0,0,0,0,0,27,3,0.406,2.7,0.3,0.2,26,52,0.33299999999999996,2.7,0.7,3.4,2013,NBA
204,Larry Sanders,MIL,26,1,0,1,0,0,15,24,14,0.14300000000000002,1.0,0.6,0.2,34,37,0.479,2.4,3.7,6.1,2013,NBA
205,Nikola Pekovic,MIN,26,0,0,0,0,0,0,31,1,0.196,0.5,0.4,0.4,26,36,0.419,4.7,2.0,6.8,2013,NBA
206,Blake Griffin,LAC,28,1,0,0,0,0,0,31,14,0.28300000000000003,1.6,0.5,0.4,55,25,0.688,6.7,3.7,10.4,2013,NBA
207,Josh Smith,ATL,29,0,0,0,0,0,5,32,11,0.306,1.4,0.4,0.3,40,36,0.526,-0.3,4.4,4.2,2013,NBA
208,Chris Paul,LAC,31,0,0,0,0,7,0,33,7,0.4,4.2,1.1,0.4,50,20,0.7140000000000001,10.6,3.2,13.8,2013,NBA
209,Kenneth Faried,DEN,31,0,0,1,0,0,1,26,3,0.14,0.7,0.7,0.4,55,25,0.688,4.6,3.2,7.7,2013,NBA
210,Tristan Thompson,CLE,31,0,0,0,0,0,0,29,3,0.166,0.9,0.5,0.4,24,58,0.293,3.2,2.0,5.2,2013,NBA
211,Joakim Noah,CHI,33,2,0,2,0,1,5,30,11,0.24,1.4,0.4,0.4,36,30,0.545,2.5,4.8,7.3,2013,NBA
212,Omer Asik,HOU,33,0,0,2,0,0,0,22,1,0.13,0.5,0.3,0.5,45,37,0.5489999999999999,2.3,3.4,5.6,2013,NBA
213,DeMarcus Cousins,SAC,35,1,0,2,0,1,2,36,18,0.242,0.9,0.5,0.4,26,49,0.34700000000000003,2.2,2.2,4.4,2013,NBA
214,LeBron James,MIA,36,4,1,0,0,2,0,40,6,0.447,2.4,0.6,0.4,61,15,0.8029999999999999,14.6,4.6,19.1,2013,NBA
215,Tim Duncan,SAS,36,0,0,1,0,0,12,34,3,0.249,1.3,0.3,0.3,50,19,0.725,3.6,4.9,8.5,2013,NBA
216,Greg Monroe,DET,37,1,0,0,0,0,0,35,3,0.27,1.2,0.4,0.4,29,52,0.358,2.6,3.1,5.7,2013,NBA
217,Al Jefferson,UTA,37,0,1,0,0,0,0,40,2,0.26899999999999996,1.5,0.8,0.2,41,37,0.526,4.2,3.1,7.4,2013,NBA
218,LaMarcus Aldridge,POR,38,0,0,1,0,0,2,33,3,0.303,1.3,0.4,0.3,32,42,0.43200000000000005,5.0,2.4,7.4,2013,NBA
219,J.J. Hickson,POR,40,0,0,1,0,0,0,26,2,0.172,0.6,0.3,0.4,33,47,0.41200000000000003,4.5,2.4,6.9,2013,NBA
220,Al Horford,ATL,43,0,0,1,0,0,1,34,2,0.292,1.6,0.5,0.2,42,32,0.568,4.8,4.0,8.8,2013,NBA
221,Carlos Boozer,CHI,44,0,0,2,0,1,0,36,5,0.257,1.0,0.4,0.2,43,36,0.544,1.3,4.2,5.4,2013,NBA
222,Zach Randolph,MEM,45,0,0,1,0,0,0,38,5,0.212,0.7,0.4,0.3,51,25,0.6709999999999999,3.0,4.5,7.5,2013,NBA
223,Nikola Vucevic,ORL,46,0,0,4,0,0,0,30,1,0.20800000000000002,1.0,0.4,0.1,19,58,0.247,2.8,2.9,5.7,2013,NBA
224,Dwight Howard,LAL,48,0,0,4,0,3,7,39,11,0.20600000000000002,0.5,0.4,0.9,42,34,0.5529999999999999,3.1,4.6,7.6,2013,NBA
225,David Lee,GSW,56,1,0,2,0,0,0,31,4,0.292,1.4,0.3,0.3,46,33,0.5820000000000001,5.6,3.7,9.3,2013,NBA
1,Wesley Matthews,POR,1,0,0,0,0,0,0,28,8,0.2,1.8,0.7,0.3,54,28,0.659,6.4,1.7,8.1,2014,NBA
2,Jose Calderon,DAL,1,0,0,0,0,1,0,23,3,0.22399999999999998,3.6,0.7,0.1,49,32,0.605,5.4,0.8,6.3,2014,NBA
3,Arron Afflalo,ORL,1,0,1,0,0,0,0,43,4,0.266,1.7,0.2,0.3,21,52,0.28800000000000003,4.3,1.0,5.3,2014,NBA
4,Klay Thompson,GSW,1,0,0,0,0,0,0,38,2,0.231,1.4,0.6,0.1,51,30,0.63,3.6,3.0,6.7,2014,NBA
5,Paul Pierce,BRK,1,0,0,0,0,1,0,33,6,0.185,1.1,0.5,0.4,42,33,0.56,2.8,2.5,5.2,2014,NBA
6,Bradley Beal,WAS,1,0,0,0,0,0,0,37,0,0.254,1.9,0.6,0.2,40,33,0.5479999999999999,1.7,2.2,4.0,2014,NBA
7,J.R. Smith,NYK,1,0,0,0,0,1,0,32,2,0.226,1.9,0.6,0.1,34,40,0.45899999999999996,2.3,1.1,3.4,2014,NBA
8,Mario Chalmers,MIA,1,0,0,0,0,1,0,24,4,0.217,2.2,0.7,0.3,49,24,0.6709999999999999,2.2,2.3,4.5,2014,NBA
9,Darren Collison,LAC,1,0,0,0,0,1,0,28,0,0.198,2.3,0.7,0.3,56,24,0.7,3.9,1.9,5.8,2014,NBA
10,Manu Ginobili,SAS,1,0,0,0,0,0,0,29,0,0.21100000000000002,2.1,0.5,0.3,52,16,0.765,3.4,2.3,5.7,2014,NBA
11,Vince Carter,DAL,1,0,0,0,0,0,0,23,1,0.16899999999999998,2.0,0.6,0.2,49,32,0.605,3.0,1.3,4.3,2014,NBA
12,Shaun Livingston,BRK,1,0,0,0,0,2,0,24,1,0.17600000000000002,2.3,0.9,0.4,42,34,0.5529999999999999,2.6,1.9,4.5,2014,NBA
13,Marco Belinelli,SAS,1,0,0,0,0,0,0,32,0,0.159,1.9,0.5,0.2,61,19,0.762,3.6,2.3,5.8,2014,NBA
14,Kevin Martin,MIN,1,0,0,0,0,0,0,36,3,0.213,1.2,0.6,0.3,32,36,0.47100000000000003,3.9,1.4,5.3,2014,NBA
15,Jarrett Jack,CLE,1,0,0,0,0,0,0,31,2,0.20600000000000002,2.4,0.4,0.2,32,48,0.4,0.9,1.2,2.1,2014,NBA
16,Chris Andersen,MIA,1,0,0,0,0,0,2,18,1,0.071,0.3,0.6,0.6,49,23,0.6809999999999999,3.8,2.2,5.9,2014,NBA
17,Greivis Vasquez,TOR,1,0,0,0,0,0,0,26,3,0.207,2.5,0.2,0.2,46,33,0.5820000000000001,2.2,1.2,3.4,2014,NBA
18,Kyle Singler,DET,1,0,0,0,0,1,0,22,0,0.10800000000000001,1.0,0.8,0.3,29,53,0.354,3.7,0.7,4.4,2014,NBA
19,Kirk Hinrich,CHI,1,0,0,0,0,0,0,19,3,0.20800000000000002,2.3,0.6,0.2,45,28,0.616,0.3,3.4,3.7,2014,NBA
20,Dion Waiters,CLE,1,0,0,0,0,1,0,30,2,0.245,1.3,0.4,0.2,28,42,0.4,0.3,1.2,1.5,2014,NBA
21,Danny Green,SAS,1,0,0,0,0,1,0,33,0,0.11599999999999999,1.4,0.9,0.1,54,14,0.794,1.5,2.7,4.2,2014,NBA
22,Patrick Patterson,TOR,1,0,0,0,0,0,0,22,2,0.127,1.2,0.8,0.1,37,28,0.569,1.7,2.1,3.7,2014,NBA
23,Martell Webster,WAS,1,0,0,0,0,0,0,30,0,0.11599999999999999,1.7,0.7,0.2,42,36,0.5379999999999999,3.2,1.7,4.9,2014,NBA
24,Maurice Harkless,ORL,1,0,0,0,0,1,0,22,1,0.10300000000000001,0.9,1.1,0.3,22,58,0.275,0.6,2.1,2.7,2014,NBA
25,Shelvin Mack,ATL,1,0,0,0,0,0,0,21,0,0.17600000000000002,3.1,0.6,0.1,33,40,0.452,1.2,1.0,2.2,2014,NBA
26,Mike Scott,ATL,1,0,0,0,0,0,0,30,0,0.126,1.0,0.4,0.2,36,44,0.45,1.4,1.2,2.5,2014,NBA
27,Harrison Barnes,GSW,1,0,0,0,0,0,0,30,0,0.126,1.4,0.8,0.3,48,30,0.615,0.5,2.6,3.1,2014,NBA
28,Cody Zeller,CHA,1,0,0,0,0,0,0,15,0,0.08900000000000001,1.0,0.5,0.5,43,39,0.524,0.4,2.2,2.6,2014,NBA
29,Luis Scola,IND,1,0,0,0,0,0,0,24,1,0.11699999999999999,0.7,0.2,0.2,56,26,0.6829999999999999,-0.4,2.8,2.4,2014,NBA
30,Tony Wroten,PHI,1,1,0,0,0,2,0,30,2,0.205,1.1,0.4,0.4,18,54,0.25,-1.4,0.8,-0.6,2014,NBA
31,Avery Bradley,BOS,1,0,0,0,0,0,0,28,0,0.203,0.9,0.7,0.1,19,41,0.317,0.4,1.5,1.9,2014,NBA
32,Michael Kidd-Gilchrist,CHA,1,0,0,0,0,0,0,16,0,0.098,0.8,0.7,0.5,35,27,0.565,0.9,2.3,3.2,2014,NBA
33,Bismack Biyombo,CHA,1,0,0,0,0,0,1,11,1,0.034,0.2,0.2,0.6,42,35,0.545,1.1,2.1,3.2,2014,NBA
34,Tony Allen,MEM,1,0,0,0,0,2,0,19,2,0.14,1.0,1.0,0.3,31,24,0.564,0.5,1.9,2.4,2014,NBA
35,J.J. Barea,MIN,1,0,0,0,0,0,0,21,4,0.18100000000000002,2.5,0.2,0.2,40,39,0.506,0.0,0.9,0.9,2014,NBA
36,James Johnson,MEM,1,0,0,0,0,0,1,20,1,0.127,1.6,0.6,0.3,33,19,0.635,1.3,1.7,3.0,2014,NBA
37,Omri Casspi,HOU,1,0,0,0,0,0,0,20,0,0.096,1.3,0.6,0.3,46,25,0.648,1.1,1.3,2.4,2014,NBA
38,Gerald Wallace,BOS,1,0,0,0,0,0,0,17,4,0.12300000000000001,1.5,0.7,0.4,19,39,0.32799999999999996,-0.3,1.8,1.5,2014,NBA
39,Steven Adams,OKC,1,0,0,0,0,1,0,17,1,0.043,0.6,0.6,0.7,59,22,0.728,0.9,1.9,2.8,2014,NBA
40,Marreese Speights,GSW,1,0,0,0,0,0,0,32,2,0.073,0.5,0.2,0.3,48,31,0.608,0.6,1.5,2.1,2014,NBA
41,Tyler Hansbrough,TOR,1,0,0,0,0,0,0,23,5,0.047,0.4,0.6,0.9,38,26,0.594,1.7,1.3,3.0,2014,NBA
42,Will Bynum,DET,1,0,0,0,0,0,0,19,2,0.18600000000000003,2.1,0.4,0.3,17,39,0.304,0.5,0.3,0.9,2014,NBA
43,Thomas Robinson,POR,1,0,0,0,0,0,0,15,3,0.064,0.6,0.4,0.3,47,23,0.6709999999999999,0.5,1.1,1.6,2014,NBA
44,Austin Rivers,NOP,1,0,0,0,0,0,0,20,3,0.136,2.0,0.6,0.4,27,42,0.391,0.2,0.3,0.4,2014,NBA
45,Devin Harris,DAL,1,0,0,0,0,0,0,20,0,0.172,3.0,0.5,0.5,24,16,0.6,1.2,0.3,1.5,2014,NBA
46,Andrei Kirilenko,BRK,1,0,0,0,0,0,0,11,0,0.094,1.3,0.7,0.7,30,15,0.667,0.3,1.1,1.4,2014,NBA
47,Jon Leuer,MEM,1,0,0,0,0,0,0,23,0,0.076,0.7,0.6,0.2,24,25,0.49,1.1,0.9,1.9,2014,NBA
48,Travis Outlaw,SAC,1,0,0,0,0,0,0,24,0,0.077,1.9,0.8,0.2,22,41,0.349,0.7,0.7,1.4,2014,NBA
49,Chuck Hayes,TOR,1,0,0,0,0,0,0,12,0,0.040999999999999995,1.0,1.0,0.2,33,28,0.541,0.2,1.1,1.2,2014,NBA
50,Shawne Williams,LAL,1,0,0,0,0,0,1,20,2,0.077,1.5,0.9,0.1,14,22,0.389,0.2,0.9,1.0,2014,NBA
51,Matt Bonner,SAS,1,0,0,0,0,0,0,14,0,0.042,2.0,0.9,0.1,43,18,0.705,0.8,0.9,1.6,2014,NBA
52,Beno Udrih,MEM,1,0,0,0,0,0,0,21,0,0.128,2.4,0.5,0.2,18,23,0.439,0.3,0.5,0.8,2014,NBA
53,Ray McCallum,SAC,1,0,0,0,0,0,0,27,0,0.14,3.1,0.6,0.1,16,29,0.35600000000000004,0.0,0.4,0.4,2014,NBA
54,Ekpe Udoh,MIL,1,0,0,0,0,0,2,11,0,0.06,0.8,0.4,0.3,7,35,0.16699999999999998,-0.5,0.5,0.1,2014,NBA
55,Quincy Miller,DEN,1,0,0,0,0,0,0,19,0,0.06,0.6,0.5,0.2,21,31,0.40399999999999997,-0.6,0.5,-0.1,2014,NBA
56,Drew Gooden,WAS,1,0,0,0,0,0,0,21,0,0.105,0.9,0.6,0.2,12,10,0.545,0.9,0.5,1.4,2014,NBA
57,Gustavo Ayon,ATL,1,0,0,0,0,0,0,18,0,0.083,1.0,0.9,0.2,12,14,0.462,-0.0,0.7,0.7,2014,NBA
58,Vitor Faverani,BOS,1,0,0,0,0,0,1,13,0,0.061,0.4,0.3,0.3,13,24,0.35100000000000003,-0.4,0.8,0.4,2014,NBA
59,Jeremy Tyler,NYK,1,0,0,0,0,0,0,17,0,0.044000000000000004,0.3,0.2,0.4,20,21,0.488,0.2,0.3,0.5,2014,NBA
60,Steve Nash,LAL,1,0,0,0,0,0,0,19,0,0.213,3.0,0.2,0.3,4,11,0.267,0.1,0.1,0.1,2014,NBA
61,Daniel Orton,PHI,1,0,0,0,0,0,0,10,2,0.042,0.9,0.4,0.6,7,15,0.318,0.1,0.2,0.3,2014,NBA
62,Hilton Armstrong,GSW,1,0,0,0,0,0,0,10,0,0.022000000000000002,0.9,0.7,0.8,12,3,0.8,0.1,0.2,0.3,2014,NBA
63,Tyshawn Taylor,BRK,1,0,0,0,0,0,0,16,0,0.084,1.1,0.4,0.3,11,12,0.478,-0.7,0.1,-0.6,2014,NBA
64,DeMar DeRozan,TOR,2,0,1,0,0,0,0,40,8,0.318,1.7,0.5,0.4,45,34,0.57,5.7,2.9,8.6,2014,NBA
65,Josh McRoberts,CHA,2,0,0,0,0,0,0,24,3,0.204,3.9,0.7,0.2,39,39,0.5,3.4,2.8,6.2,2014,NBA
66,Reggie Jackson,OKC,2,0,0,0,0,2,0,27,1,0.235,2.0,0.5,0.2,57,23,0.713,2.4,2.4,4.8,2014,NBA
67,Tony Parker,SAS,2,0,0,0,0,0,0,37,1,0.304,2.6,0.2,0.3,51,17,0.75,4.0,1.8,5.8,2014,NBA
68,Jeff Green,BOS,2,0,0,0,0,0,0,39,0,0.207,0.8,0.3,0.3,25,57,0.305,1.3,1.9,3.2,2014,NBA
69,Andre Iguodala,GSW,2,0,0,0,0,0,0,32,0,0.19399999999999998,2.7,1.0,0.3,41,22,0.6509999999999999,2.7,3.3,6.0,2014,NBA
70,Jamal Crawford,LAC,2,0,0,0,0,0,0,37,4,0.24100000000000002,1.7,0.4,0.3,47,22,0.6809999999999999,3.9,1.2,5.1,2014,NBA
71,Boris Diaw,SAS,2,0,0,0,0,0,0,22,0,0.16399999999999998,1.9,0.4,0.2,60,19,0.759,2.4,2.5,4.8,2014,NBA
72,D.J. Augustin,CHI,2,0,0,0,0,0,0,33,1,0.248,2.4,0.4,0.3,44,27,0.62,3.7,2.3,6.0,2014,NBA
73,Raymond Felton,NYK,2,0,0,0,0,0,0,20,1,0.251,2.7,0.6,0.2,31,34,0.47700000000000004,1.1,1.1,2.1,2014,NBA
74,Maybyner Nene,WAS,2,0,0,0,0,0,0,30,2,0.221,1.3,0.5,0.4,30,23,0.5660000000000001,0.8,2.5,3.2,2014,NBA
75,Brandan Wright,DAL,2,0,0,0,0,0,0,23,0,0.11,0.9,0.9,0.3,36,22,0.621,4.1,0.9,5.1,2014,NBA
76,Giannis Antetokounmpo,MIL,2,0,0,0,0,0,0,16,2,0.11699999999999999,1.2,0.5,0.5,14,63,0.182,-0.0,1.0,1.0,2014,NBA
77,Wilson Chandler,DEN,2,0,0,0,0,0,0,25,0,0.177,1.5,0.6,0.2,27,35,0.435,2.0,1.0,3.0,2014,NBA
78,Kyle O'Quinn,ORL,2,0,0,0,0,0,2,20,1,0.10400000000000001,1.0,0.5,0.2,20,49,0.29,0.5,2.0,2.5,2014,NBA
79,Dante Cunningham,MIN,2,0,0,0,0,1,0,20,1,0.10099999999999999,2.0,1.5,0.1,39,42,0.48100000000000004,0.9,2.0,2.9,2014,NBA
80,Matt Barnes,LAC,2,0,0,0,0,0,0,28,4,0.141,1.5,0.7,0.2,45,18,0.7140000000000001,1.6,1.6,3.2,2014,NBA
81,DeJuan Blair,DAL,2,0,0,0,0,1,0,18,1,0.091,0.9,0.8,0.3,46,32,0.59,1.8,1.5,3.3,2014,NBA
82,Mo Williams,POR,2,0,0,0,0,0,0,23,4,0.207,2.2,0.4,0.1,49,25,0.662,1.1,1.0,2.1,2014,NBA
83,Mirza Teletovic,BRK,2,0,0,0,0,0,0,34,2,0.10800000000000001,1.0,0.5,0.1,41,31,0.569,1.6,1.2,2.7,2014,NBA
84,Aaron Brooks,DEN,2,0,0,0,0,0,0,27,6,0.16899999999999998,2.1,0.5,0.2,42,30,0.583,1.5,0.8,2.3,2014,NBA
85,Caron Butler,OKC,2,0,0,0,0,2,0,38,0,0.14300000000000002,1.4,0.8,0.1,21,35,0.375,0.5,1.1,1.6,2014,NBA
86,Ryan Kelly,LAL,2,0,0,0,0,0,0,26,0,0.111,2.1,0.7,0.4,15,44,0.254,1.5,0.4,1.9,2014,NBA
87,Jermaine O'Neal,GSW,2,0,0,0,0,0,0,23,9,0.086,0.5,0.3,0.5,27,17,0.614,1.3,1.3,2.6,2014,NBA
88,Reggie Evans,SAC,2,0,0,0,0,0,0,14,2,0.049,0.4,0.6,0.9,18,36,0.33299999999999996,0.2,1.1,1.3,2014,NBA
89,Phil Pressey,BOS,2,0,0,0,0,0,0,20,0,0.11599999999999999,2.8,0.8,0.2,23,52,0.307,-1.0,1.1,0.1,2014,NBA
90,Jason Smith,NOP,2,0,0,0,0,0,1,22,1,0.135,1.0,0.4,0.2,11,20,0.355,0.5,0.5,1.0,2014,NBA
91,Larry Sanders,MIL,2,0,0,0,0,0,1,25,7,0.11699999999999999,0.7,0.7,0.3,3,20,0.13,0.0,0.6,0.7,2014,NBA
92,Andrew Bynum,IND,2,0,0,0,0,0,1,20,0,0.127,0.8,0.2,0.2,11,15,0.423,-0.2,0.6,0.5,2014,NBA
93,Will Barton,POR,2,0,0,0,0,0,0,23,1,0.061,1.9,0.5,0.2,27,14,0.659,0.3,0.4,0.6,2014,NBA
94,Anthony Bennett,CLE,2,0,0,0,0,0,0,19,1,0.051,0.4,0.4,0.3,20,32,0.385,-1.1,0.7,-0.4,2014,NBA
95,DeMarre Carroll,ATL,3,0,0,0,0,2,0,24,3,0.158,1.7,1.4,0.2,37,36,0.507,3.2,2.7,6.0,2014,NBA
96,Ramon Sessions,MIL,3,0,0,0,0,0,0,28,2,0.221,2.3,0.3,0.5,30,53,0.361,3.0,1.0,4.1,2014,NBA
97,Jeremy Lin,HOU,3,1,0,0,0,0,0,34,0,0.217,1.7,0.4,0.4,48,23,0.6759999999999999,3.0,1.2,4.2,2014,NBA
98,Jordan Crawford,GSW,3,1,1,0,0,0,0,41,5,0.196,2.1,0.4,0.2,39,42,0.48100000000000004,1.5,1.5,3.0,2014,NBA
99,Marvin Williams,UTA,3,0,0,0,0,0,0,23,0,0.131,1.4,1.0,0.1,24,42,0.364,1.9,1.0,2.8,2014,NBA
100,Elton Brand,ATL,3,0,0,0,0,0,2,20,1,0.09300000000000001,1.2,0.7,0.3,34,39,0.466,1.4,2.0,3.5,2014,NBA
101,Kelly Olynyk,BOS,3,0,0,0,0,0,0,28,0,0.135,1.0,0.3,0.2,18,52,0.257,1.5,1.2,2.7,2014,NBA
102,Steve Blake,GSW,3,1,0,0,0,1,0,19,0,0.204,3.1,0.5,0.1,31,24,0.564,0.8,1.4,2.3,2014,NBA
103,Jeremy Evans,UTA,3,0,0,0,0,0,0,18,0,0.09,1.1,1.0,0.2,23,43,0.348,1.9,0.9,2.7,2014,NBA
104,Kevin Garnett,BRK,3,0,0,0,0,0,1,16,9,0.125,1.2,0.6,0.1,27,27,0.5,-0.7,2.0,1.2,2014,NBA
105,Tyler Zeller,CLE,3,0,0,0,0,0,0,23,1,0.07400000000000001,0.6,0.3,0.4,27,43,0.386,1.5,1.0,2.5,2014,NBA
106,Lavoy Allen,IND,3,0,0,0,0,0,0,13,0,0.085,1.7,0.6,0.2,18,47,0.27699999999999997,0.6,0.9,1.5,2014,NBA
107,Alexis Ajinca,NOP,3,0,0,0,0,0,0,19,0,0.084,0.6,0.4,0.3,22,34,0.39299999999999996,1.1,0.8,2.0,2014,NBA
108,Matt Dellavedova,CLE,3,0,0,0,0,0,0,21,1,0.115,3.1,0.5,0.2,29,43,0.40299999999999997,1.4,0.6,1.9,2014,NBA
109,Pero Antic,ATL,3,0,0,0,0,0,0,18,2,0.09699999999999999,1.1,0.3,0.2,23,27,0.46,0.5,0.9,1.4,2014,NBA
110,Andrew Nicholson,ORL,3,0,0,0,0,0,0,19,1,0.07400000000000001,0.5,0.4,0.1,19,57,0.25,-0.4,1.0,0.5,2014,NBA
111,Donatas Motiejunas,HOU,3,0,0,0,0,0,0,20,0,0.07,0.7,0.4,0.3,42,20,0.677,0.4,1.0,1.3,2014,NBA
112,Cole Aldrich,NYK,3,0,0,0,0,0,1,13,0,0.027000000000000003,0.7,0.4,0.5,26,20,0.565,0.6,0.6,1.2,2014,NBA
113,Brandon Knight,MIL,4,0,0,0,0,0,0,37,3,0.312,1.8,0.4,0.3,13,59,0.18100000000000002,2.3,0.3,2.6,2014,NBA
114,Dwyane Wade,MIA,4,0,0,0,0,1,0,32,5,0.322,1.5,0.5,0.3,36,18,0.667,3.3,2.0,5.3,2014,NBA
115,Randy Foye,DEN,4,0,0,0,0,0,0,33,0,0.20800000000000002,2.1,0.5,0.2,36,45,0.444,3.5,1.2,4.7,2014,NBA
116,Draymond Green,GSW,4,0,0,0,0,0,0,20,7,0.105,1.7,1.1,0.3,51,31,0.622,0.7,3.7,4.4,2014,NBA
117,Wesley Johnson,LAL,4,0,0,0,0,3,1,27,0,0.133,1.4,1.0,0.1,27,52,0.342,0.6,1.5,2.0,2014,NBA
118,Eric Bledsoe,PHX,4,0,0,0,0,0,0,30,3,0.302,1.7,0.5,0.4,28,15,0.6509999999999999,2.7,1.8,4.5,2014,NBA
119,Kosta Koufos,MEM,4,0,0,0,0,0,0,17,3,0.087,0.6,0.5,0.2,48,32,0.6,1.2,2.2,3.4,2014,NBA
120,Mason Plumlee,BRK,4,0,0,0,0,0,0,22,0,0.10300000000000001,0.8,0.6,0.6,37,33,0.529,3.0,1.6,4.6,2014,NBA
